split,annotation_id,image_id,image_filename,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,bbox_valid,bbox_issue,num_keypoints_defined,num_keypoints_visible,num_keypoints_clearly_visible,keypoints_raw
train,291,291,bad_posture_20241012_173040_png.rf.5a625be41364d000b584793957654a32.jpg,1,Bad,111,136,377.5,436,164590,True,,4,4,4,"[180.785, 504.741, 2, 231.062, 269.46, 2, 302.669, 203.216, 2, 144, 329, 2]"
train,292,292,good_posture_20241021_142159_png.rf.5a1152d976abbafa61d09e6bead31579.jpg,2,Good,182,103,303.5,477.5,144921.25,True,,4,4,4,"[281.34, 543.574, 2, 272.198, 295.729, 2, 308.763, 197.505, 2, 210.667, 369, 2]"
train,293,293,bad_posture_20241012_172807_png.rf.5c14c298dfada9c74703a7d383131e14.jpg,1,Bad,118,139,363,412.5,149737.5,True,,4,4,4,"[234.109, 494.462, 2, 256.963, 275.171, 2, 328.57, 208.927, 2, 156, 328, 2]"
train,294,294,good_posture_20241021_180312_png.rf.5cb65bcda8dd67d68094b757c67d9553.jpg,2,Good,189,102,289,500,144500,True,,4,4,4,"[270.675, 552.711, 2, 260.01, 301.44, 2, 301.146, 183.8, 2, 221.333, 338, 2]"
train,295,295,good_posture_20241012_174401_png.rf.550aa8e214ee50aee8aff425ebff79ff.jpg,2,Good,127,56,379,481.5,182488.5,True,,4,4,4,"[199.067, 461.34, 2, 192.973, 216.922, 2, 244.774, 109.561, 2, 152, 308, 2]"
train,296,296,bad_posture_20241013_220329_png.rf.5c5271e230a21472e624992741635b28.jpg,1,Bad,143,44,356,485.5,172838,True,,4,4,4,"[288.957, 443.066, 2, 253.915, 204.358, 2, 342.282, 127.835, 2, 160, 281, 2]"
train,297,297,bad_posture_20241012_172107_png.rf.60103f979a2b233515d7e6b699b97b95.jpg,1,Bad,144,143,368,407.5,149960,True,,4,4,4,"[244.774, 505.884, 2, 247.821, 264.892, 2, 317.905, 210.069, 2, 157.333, 321, 2]"
train,298,298,image_20241008_202735_jpg.rf.5f402ec511205630b53ae6b1021d2e18.jpg,1,Bad,13,61,390.5,548.5,214189.25,True,,4,4,4,"[182.308, 521.873, 2, 98.513, 243.191, 2, 164.026, 134.688, 2, 38.667, 340, 2]"
train,299,299,good_posture_20241021_180549_png.rf.5d1e28c84ced36cab22c2e986b16380c.jpg,2,Good,160,96,320.5,507,162493.5,True,,4,4,4,"[272.198, 541.29, 2, 285.91, 295.729, 2, 328.57, 190.653, 2, 216, 368, 2]"
train,300,300,bad_posture_20241021_142536_png.rf.5f76ec6d5c76b42cbac61a7bbfb3da77.jpg,1,Bad,172,212,365.5,343.5,125549.25,True,,4,4,4,"[215.827, 527.584, 2, 340.758, 321.999, 2, 451.978, 293.445, 2, 220, 358, 2]"
train,301,301,bad_posture_20241012_173040_png.rf.5d6e0d54e52876cadafaa4203399786c.jpg,1,Bad,111,136,377.5,436,164590,True,,4,4,4,"[180.785, 504.741, 2, 231.062, 269.46, 2, 302.669, 203.216, 2, 144, 329, 2]"
train,302,302,bad_posture_20241013_215714_png.rf.61485122e412febf1c3fe18bee58aa9c.jpg,1,Bad,58,51,301.5,437.5,131906.25,True,,4,4,4,"[208.209, 425.934, 2, 107.654, 214.637, 2, 186.879, 127.835, 2, 61.333, 291, 2]"
train,303,303,bad_posture_20241021_141737_png.rf.6306ca9f641b1006206b9780812b47e5.jpg,1,Bad,128,170,301,424.5,127774.5,True,,4,4,4,"[215.827, 541.29, 2, 290.481, 332.278, 2, 359.041, 258.039, 2, 161.333, 357, 2]"
train,304,304,good_posture_20241012_174311_png.rf.5e4e2e6420b9e00113316e95dbc4fff1.jpg,2,Good,62,51,325.5,460.5,149892.75,True,,4,4,4,"[188.403, 459.056, 2, 177.738, 222.632, 2, 217.35, 126.693, 2, 137.333, 268, 2]"
train,305,305,good_posture_20241021_141624_png.rf.5cb6ce0a45f72bf778b064662ec74007.jpg,2,Good,136,112,270.5,462,124971,True,,4,4,4,"[220.397, 531.868, 2, 203.638, 278.313, 2, 231.062, 193.795, 2, 169.333, 335, 2]"
train,306,306,image_20241007_214451_jpg.rf.64209af8177995b45e898b7c76f09ba9.jpg,2,Good,60,62,356,519.5,184942,True,,4,4,4,"[182.308, 529.868, 2, 182.308, 226.059, 2, 199.067, 131.261, 2, 117.333, 303, 2]"
train,307,307,bad_posture_20241021_143245_png.rf.6435d4f113fb77b9e049c95ca74e0486.jpg,1,Bad,120,189,363.5,422,153397,True,,4,4,4,"[199.067, 545.858, 2, 264.58, 320.857, 2, 357.517, 264.892, 2, 152, 371, 2]"
train,308,308,bad_posture_20241013_220329_png.rf.5f40e71c2621db7d27e479d0d0aa1d31.jpg,1,Bad,143,44,356,485.5,172838,True,,4,4,4,"[288.957, 443.066, 2, 253.915, 204.358, 2, 342.282, 127.835, 2, 160, 281, 2]"
train,309,309,bad_posture_20241013_220037_png.rf.64d618dae3a200e4532e264c4840e7a2.jpg,1,Bad,120,35,344,496.5,170796,True,,4,4,4,"[226.491, 433.929, 2, 209.732, 202.074, 2, 299.622, 117.555, 2, 136, 277, 2]"
train,310,310,good_posture_20241012_174321_png.rf.5f4746ac40af223d1a9ef233f4130e10.jpg,2,Good,111,64,320,457.5,146400,True,,4,4,4,"[186.879, 465.909, 2, 180.785, 231.77, 2, 199.067, 130.119, 2, 136, 285, 2]"
train,311,311,image_20241008_210538_jpg.rf.61c23e5cc2177c674d00cdb1ae173569.jpg,1,Bad,39,86,333,481.5,160339.5,True,,4,4,4,"[185.355, 513.878, 2, 142.696, 246.617, 2, 200.591, 162.099, 2, 60, 332, 2]"
train,312,312,good_posture_20241013_225742_png.rf.6430fcfab1acf9edf6291ff79575fc6d.jpg,2,Good,126,0,304.5,465,141592.5,True,,4,4,4,"[212.779, 411.086, 2, 205.162, 163.241, 2, 250.868, 67.301, 2, 156, 275, 2]"
train,313,313,image_20241009_224659_jpg.rf.5a48d40426c04c843c9628b70fc55f1a.jpg,2,Good,76,20,401.5,510.5,204965.75,True,,4,4,4,"[244.774, 488.751, 2, 235.633, 180.373, 2, 224.968, 84.433, 2, 161.333, 237, 2]"
train,314,314,bad_posture_20241012_172310_png.rf.65d35caf1021a314b6188990a8f926d9.jpg,1,Bad,160,117,400,443.5,177400,True,,4,4,4,"[258.486, 504.741, 2, 314.858, 274.029, 2, 371.229, 188.368, 2, 221.333, 307, 2]"
train,315,315,bad_posture_20241013_221218_png.rf.5401eaed6ea732be35b6ec74913afd54.jpg,1,Bad,112,33,368.5,437.5,161218.75,True,,4,4,4,"[258.486, 414.512, 2, 232.586, 190.653, 2, 292.004, 117.555, 2, 126.667, 233, 2]"
train,316,316,bad_posture_20241021_141755_png.rf.65a2e58d31958a39d23d16c8ceab9ae6.jpg,1,Bad,126,188,330.5,410,135505,True,,4,4,4,"[215.827, 541.29, 2, 272.198, 327.709, 2, 369.706, 276.313, 2, 157.333, 376, 2]"
train,317,317,bad_posture_20241013_221128_png.rf.64b10ef13174ecba5f0f719dad089d86.jpg,1,Bad,117,33,300.5,426,128013,True,,4,4,4,"[253.915, 413.37, 2, 208.209, 192.937, 2, 304.193, 122.124, 2, 130.667, 242, 2]"
train,318,318,good_posture_20241021_180607_png.rf.6739ab1edb782b8dfe90e7251b927491.jpg,2,Good,174,106,344,512,176128,True,,4,4,4,"[276.769, 584.691, 2, 269.151, 321.999, 2, 314.858, 191.795, 2, 200, 399, 2]"
train,319,319,bad_posture_20241021_141436_png.rf.65e7c4c15eb2c23a561ccdd39fbfcb93.jpg,1,Bad,135,153,306.5,448,137312,True,,4,4,4,"[255.439, 536.721, 2, 267.627, 320.857, 2, 337.711, 248.902, 2, 153.333, 387, 2]"
train,320,320,good_posture_20241021_142755_png.rf.64e169efe292b0d92226c1b95eee3d45.jpg,2,Good,134,126,289.5,463.5,134183.25,True,,4,4,4,"[214.303, 561.848, 2, 211.256, 301.44, 2, 266.104, 205.5, 2, 153.333, 376, 2]"
train,321,321,good_posture_20241021_142755_png.rf.66cd3b00eb8c2d26c3a0dc04927b4bc9.jpg,2,Good,134,126,289.5,463.5,134183.25,True,,4,4,4,"[214.303, 561.848, 2, 211.256, 301.44, 2, 266.104, 205.5, 2, 153.333, 376, 2]"
train,322,322,bad_posture_20241021_142601_png.rf.6589eeec635e63a58b1c6dbcf4e740e1.jpg,1,Bad,142,143,277,428,118556,True,,4,4,4,"[258.486, 541.29, 2, 244.774, 318.572, 2, 295.051, 224.917, 2, 165.333, 361, 2]"
train,323,323,good_posture_20241013_225741_png.rf.6941bcbb04993866436d3312ea1aa44f.jpg,2,Good,122,3,284.5,463,131723.5,True,,4,4,4,"[208.209, 408.801, 2, 206.685, 159.815, 2, 249.345, 62.733, 2, 156, 213, 2]"
train,324,324,bad_posture_20241021_143817_png.rf.6764145f0dab336544ad024f14901db1.jpg,1,Bad,126,192,344,388.5,133644,True,,4,4,4,"[247.821, 534.437, 2, 308.763, 318.572, 2, 375.8, 267.176, 2, 178.667, 348, 2]"
train,325,325,bad_posture_20241021_143239_png.rf.68ff3dabef8ffa88deaec22dee2cf2d5.jpg,1,Bad,119,180,336,412,138432,True,,4,4,4,"[218.874, 544.716, 2, 263.057, 319.714, 2, 359.041, 267.176, 2, 165.333, 352, 2]"
train,326,326,image_20241008_203730_jpg.rf.6b6062891c1d98f37417e6c159a73b81.jpg,1,Bad,4,87,399,483.5,192916.5,True,,4,4,4,"[171.643, 517.163, 2, 96.989, 268.176, 2, 182.308, 161.957, 2, 18.667, 332, 2]"
train,327,327,bad_posture_20241021_142123_png.rf.70ce01198ac54f6f1294bc55f7054c38.jpg,1,Bad,111,180,403.5,422.5,170478.75,True,,4,4,4,"[179.261, 541.29, 2, 250.868, 320.857, 2, 366.659, 269.46, 2, 157.333, 368, 2]"
train,328,328,bad_posture_20241012_172310_png.rf.7062f60fe56b920ecc719d3f3b83862a.jpg,1,Bad,160,117,400,443.5,177400,True,,4,4,4,"[258.486, 504.741, 2, 314.858, 274.029, 2, 371.229, 188.368, 2, 221.333, 307, 2]"
train,329,329,good_posture_20241021_142318_png.rf.6a1f27ab2a247590de810e827ee6b731.jpg,2,Good,157,119,234.5,452.5,106111.25,True,,4,4,4,"[246.298, 542.432, 2, 238.68, 296.872, 2, 252.392, 197.505, 2, 201.333, 356, 2]"
train,330,330,bad_posture_20241021_144638_png.rf.6ed2a45f820cb156bc418731a9f11d0d.jpg,1,Bad,132,216,376.5,338,127257,True,,4,4,4,"[226.491, 533.295, 2, 299.622, 332.278, 2, 412.365, 288.877, 2, 176, 366, 2]"
train,331,331,bad_posture_20241021_143008_png.rf.6cd9b1e6f3b75c8246be9c8880822b6b.jpg,1,Bad,109,182,356.5,427,152225.5,True,,4,4,4,"[206.875, 543.574, 2, 229.729, 320.857, 2, 328.76, 266.034, 2, 126.667, 365, 2]"
train,332,332,good_posture_20241012_172057_png.rf.71b7627c08bdb8d2fe852d499e0c9cff.jpg,1,Bad,136,135,304,442.5,134520,True,,4,4,4,"[244.964, 509.31, 2, 240.394, 270.602, 2, 330.283, 213.495, 2, 148, 352, 2]"
train,333,333,good_posture_20241013_222638_png.rf.696d0c1fed86072e02257c39016c2528.jpg,1,Bad,119,56,335,409,137015,True,,4,4,4,"[264.58, 419.081, 2, 205.162, 203.216, 2, 292.004, 133.546, 2, 133.333, 253, 2]"
train,334,334,good_posture_20241021_141542_png.rf.674e053d01aacf3117aed4bfa338fe05.jpg,2,Good,147,105,262.5,480,126000,True,,4,4,4,"[226.491, 524.158, 2, 217.35, 294.587, 2, 253.915, 192.937, 2, 172, 355, 2]"
train,335,335,bad_posture_20241021_142914_png.rf.6f9b9047c25e931496da93ffa18e5752.jpg,1,Bad,128,186,360.5,421.5,151950.75,True,,4,4,4,"[209.732, 528.726, 2, 237.156, 321.999, 2, 354.47, 264.892, 2, 140, 417, 2]"
train,336,336,image_20241008_202917_jpg.rf.6ef80c65011a334d84e3469a03e88036.jpg,1,Bad,0,57,408,488.5,199308,True,,4,4,4,"[197.436, 487.343, 2, 93.942, 242.049, 2, 157.931, 135.83, 2, 13.333, 296, 2]"
train,337,337,bad_posture_20241013_222740_png.rf.6ee53ef53b06a6c43df4ace82be23d7a.jpg,1,Bad,134,36,289.5,417.5,120866.25,True,,4,4,4,"[266.104, 429.36, 2, 232.586, 182.658, 2, 301.146, 101.566, 2, 138.667, 277, 2]"
train,338,338,image_20241009_143702_jpg.rf.71a50439f29c4ffcc7e0511d8a2c0de9.jpg,1,Bad,79,105,353,414,146142,True,,4,4,4,"[255.439, 469.324, 2, 209.732, 240.896, 2, 313.334, 175.794, 2, 112, 318, 2]"
train,339,339,bad_posture_20241021_144407_png.rf.6b070a07b32d4d8424a75b3eca4176c0.jpg,1,Bad,126,163,353.5,406.5,143697.75,True,,4,4,4,"[256.963, 537.863, 2, 267.627, 327.709, 2, 295.051, 251.186, 2, 150.667, 368, 2]"
train,340,340,good_posture_20241013_225743_png.rf.6c388dc051c17698b210c6cfc763413e.jpg,2,Good,123,3,315,464,146160,True,,4,4,4,"[203.638, 435.071, 2, 197.544, 175.805, 2, 244.774, 63.875, 2, 154.667, 269, 2]"
train,341,341,bad_posture_20241021_143139_png.rf.6d21c903edefbb5159ae78a9f01b3269.jpg,1,Bad,92,175,341.5,418,142747,True,,4,4,4,"[180.975, 533.295, 2, 182.499, 333.42, 2, 255.629, 247.76, 2, 97.333, 382, 2]"
train,342,342,bad_posture_20241021_145211_png.rf.6c0a085f979a3d09d8dc8bcd28a4ee9d.jpg,1,Bad,104,209,496,394,195424,True,,4,4,4,"[182.499, 539.006, 2, 365.325, 326.567, 2, 467.404, 291.161, 2, 244, 352, 2]"
train,343,343,good_posture_20241013_222750_png.rf.6bf1375bbcf78b64e80849c2db4d63c9.jpg,2,Good,161,6,240,478,114720,True,,4,4,4,"[243.251, 431.644, 2, 238.68, 163.241, 2, 264.58, 74.154, 2, 186.667, 222, 2]"
train,344,344,good_posture_20241021_141713_png.rf.6c89ea9fbde0debbc90169020fd15f02.jpg,1,Bad,119,130,347,439.5,152506.5,True,,4,4,4,"[255.439, 535.579, 2, 202.115, 295.729, 2, 302.669, 220.348, 2, 138.667, 373, 2]"
train,345,345,good_posture_20241021_142153_png.rf.6b8b9daa24766b0fd7dfe081ba5c504c.jpg,2,Good,193,118,280.5,472,132396,True,,4,4,4,"[275.245, 545.858, 2, 273.722, 294.587, 2, 301.146, 202.074, 2, 220, 364, 2]"
train,346,346,good_posture_20241012_174331_png.rf.69218c897265290334bcd3e8e236c690.jpg,2,Good,111,53,473.5,518,245273,True,,4,4,4,"[176.214, 467.051, 2, 176.214, 231.77, 2, 206.685, 118.698, 2, 142.667, 324, 2]"
train,347,347,bad_posture_20241012_172726_png.rf.6f7eed2cd768313d4443c71399348e49.jpg,1,Bad,96,114,344,451,155144,True,,4,4,4,"[234.109, 496.604, 2, 196.02, 261.323, 2, 276.769, 191.653, 2, 137.333, 332, 2]"
train,348,348,bad_posture_20241021_144143_png.rf.71e440995484c622c1fd840aec7bb841.jpg,1,Bad,174,121,222,440.5,97791,True,,4,4,4,"[237.156, 535.579, 2, 269.151, 304.867, 2, 310.287, 207.785, 2, 201.333, 344, 2]"
train,349,349,bad_posture_20241021_142111_png.rf.71eb50bb399a72995b18a75eea2b6792.jpg,1,Bad,137,159,302.5,434,131285,True,,4,4,4,"[203.638, 554.996, 2, 218.874, 306.009, 2, 345.329, 248.902, 2, 152, 368, 2]"
train,350,350,bad_posture_20241013_220329_png.rf.7391747e35777b9cccc99d03692c3c7b.jpg,1,Bad,143,44,356,485.5,172838,True,,4,4,4,"[288.957, 443.066, 2, 253.915, 204.358, 2, 342.282, 127.835, 2, 160, 281, 2]"
train,351,351,bad_posture_20241021_145122_png.rf.760013fe9c2eeb4d5f703d6590cc7671.jpg,1,Bad,111,193,448,383.5,171808,True,,4,4,4,"[218.874, 525.3, 2, 384.941, 325.425, 2, 462.643, 268.318, 2, 246.667, 359, 2]"
train,352,352,bad_posture_20241021_145134_png.rf.78072d79cfba79b3449ee462a531f36c.jpg,1,Bad,119,163,451,439.5,198214.5,True,,4,4,4,"[208.209, 547, 2, 384.941, 316.288, 2, 467.213, 260.323, 2, 253.333, 351, 2]"
train,353,353,good_posture_20241021_141317_png.rf.77704611f833f0d7dbf7605448d54924.jpg,1,Bad,154,116,285.5,472,134756,True,,4,4,4,"[231.062, 550.427, 2, 235.633, 300.298, 2, 290.481, 205.5, 2, 173.333, 371, 2]"
train,354,354,good_posture_20241013_225734_png.rf.78b82102bae51ef864317a1cc846fb0d.jpg,2,Good,96,0,344,476,163744,True,,4,4,4,"[182.308, 432.786, 2, 176.214, 173.52, 2, 203.638, 63.875, 2, 120, 223, 2]"
train,355,355,bad_posture_20241021_144036_png.rf.71c800aaccc03f2287eff9ed7d86c867.jpg,1,Bad,118,200,350.5,379,132839.5,True,,4,4,4,"[241.727, 526.442, 2, 260.01, 331.136, 2, 365.135, 275.171, 2, 153.333, 379, 2]"
train,356,356,bad_posture_20241021_143924_png.rf.7407a4ef46d060a76172d18a47aef81c.jpg,1,Bad,115,182,322,405.5,130571,True,,4,4,4,"[234.109, 543.574, 2, 252.392, 318.572, 2, 336.188, 259.181, 2, 152, 370, 2]"
train,357,357,bad_posture_20241013_221128_png.rf.759122f47838c06d9e88472ffd56d0da.jpg,1,Bad,117,33,300.5,426,128013,True,,4,4,4,"[253.915, 413.37, 2, 208.209, 192.937, 2, 304.193, 122.124, 2, 130.667, 242, 2]"
train,358,358,bad_posture_20241013_222600_png.rf.763b02ea322cdbe107e1a4f76e08a272.jpg,1,Bad,115,55,371,416,154336,True,,4,4,4,"[260.01, 430.502, 2, 228.015, 207.785, 2, 330.093, 134.688, 2, 144, 279, 2]"
train,359,359,good_posture_20241021_141317_png.rf.74badd80ae03fafb0c84215a63bf501f.jpg,1,Bad,154,116,285.5,472,134756,True,,4,4,4,"[231.062, 550.427, 2, 235.633, 300.298, 2, 290.481, 205.5, 2, 173.333, 371, 2]"
train,360,360,good_posture_20241021_141649_png.rf.78d8401f4668f337aefdded3207aa1a2.jpg,2,Good,153,112,246,466,114636,True,,4,4,4,"[221.921, 540.148, 2, 221.921, 294.587, 2, 246.298, 196.363, 2, 165.333, 337, 2]"
train,361,361,bad_posture_20241021_141755_png.rf.77281eb66e0a303481e338fcbb50b18d.jpg,1,Bad,126,188,330.5,410,135505,True,,4,4,4,"[215.827, 541.29, 2, 272.198, 327.709, 2, 369.706, 276.313, 2, 157.333, 376, 2]"
train,362,362,bad_posture_20241021_142418_png.rf.77bdb020915a6f13a95e0d60558be3bf.jpg,1,Bad,155,204,370.5,368.5,136529.25,True,,4,4,4,"[217.35, 541.29, 2, 327.046, 310.577, 2, 419.983, 279.74, 2, 208, 369, 2]"
train,363,363,bad_posture_20241021_180437_png.rf.733d0fa44df28d50eab6bf25d4bb8627.jpg,1,Bad,158,183,421.5,423.5,178505.25,True,,4,4,4,"[267.627, 570.843, 2, 351.423, 327.567, 2, 458.072, 267.034, 2, 225.333, 365, 2]"
train,364,364,good_posture_20241021_142223_png.rf.793ed03aa3d467da6073664b3895b884.jpg,2,Good,151,123,324,457,148068,True,,4,4,4,"[250.868, 532.153, 2, 235.633, 299.156, 2, 253.915, 195.221, 2, 177.333, 379, 2]"
train,365,365,bad_posture_20241021_143747_png.rf.780456714bcdce33dffa26ed74c81696.jpg,1,Bad,111,175,338,430.5,145509,True,,4,4,4,"[224.968, 532.153, 2, 238.68, 318.572, 2, 331.617, 242.049, 2, 145.333, 354, 2]"
train,366,366,image_20241007_230643_jpg.rf.75048b5d0ac48caaf18479242b6ba6cb.jpg,1,Bad,78,111,368,462.5,170200,True,,4,4,4,"[260.01, 517.305, 2, 234.109, 256.897, 2, 316.381, 174.663, 2, 122.667, 329, 2]"
train,367,367,image_20241008_202917_jpg.rf.789046235e1e117ee7023035c3d2b0ad.jpg,1,Bad,0,57,408,488.5,199308,True,,4,4,4,"[197.436, 487.343, 2, 93.942, 242.049, 2, 157.931, 135.83, 2, 13.333, 296, 2]"
train,368,368,image_20241007_230643_jpg.rf.7c12ab5f5b0666f535cfa8439b32ce10.jpg,1,Bad,78,111,368,462.5,170200,True,,4,4,4,"[260.01, 517.305, 2, 234.109, 256.897, 2, 316.381, 174.663, 2, 122.667, 329, 2]"
train,369,369,good_posture_20241013_222732_png.rf.7b06fe602f93f4e02b9a1afa3a2bae98.jpg,2,Good,159,11,260,483,125580,True,,4,4,4,"[238.68, 433.929, 2, 234.109, 170.094, 2, 272.198, 78.723, 2, 182.667, 235, 2]"
train,370,370,bad_posture_20241021_142536_png.rf.77bc1f619145f0f2651c4ba4cb72ed83.jpg,1,Bad,172,212,365.5,343.5,125549.25,True,,4,4,4,"[215.827, 527.584, 2, 340.758, 321.999, 2, 451.978, 293.445, 2, 220, 358, 2]"
train,371,371,image_20241007_191654_jpg.rf.75329e0160a1967e9f641fd993435eff.jpg,2,Good,42,84,320,469.5,150240,True,,4,4,4,"[148.79, 515.021, 2, 118.319, 238.622, 2, 148.79, 150.678, 2, 58.667, 349, 2]"
train,372,372,good_posture_20241012_172239_png.rf.7c176ae9790f83cc55532fe9cec2eba9.jpg,1,Bad,115,129,357,419.5,149761.5,True,,4,4,4,"[260.01, 509.31, 2, 247.821, 266.034, 2, 298.099, 207.785, 2, 145.333, 344, 2]"
train,373,373,bad_posture_20241013_215714_png.rf.743c06dcd0ee0068aa36835d30f8a981.jpg,1,Bad,58,51,301.5,437.5,131906.25,True,,4,4,4,"[208.209, 425.934, 2, 107.654, 214.637, 2, 186.879, 127.835, 2, 61.333, 291, 2]"
train,374,374,bad_posture_20241021_144000_png.rf.7607af798e516b125b6c30696e008b3d.jpg,1,Bad,121,183,359,384.5,138035.5,True,,4,4,4,"[214.303, 532.153, 2, 253.915, 316.288, 2, 337.711, 261.465, 2, 153.333, 369, 2]"
train,375,375,image_20241007_192602_jpg.rf.7c86836745671731c35e28b26cec54ab.jpg,1,Bad,23,105,347,461.5,160140.5,True,,4,4,4,"[154.884, 512.736, 2, 179.261, 243.191, 2, 261.533, 174.663, 2, 48, 320, 2]"
train,376,376,bad_posture_20241021_142034_png.rf.7c3f7dce02b6e9844fb06e787615aa42.jpg,1,Bad,132,129,308,461.5,142142,True,,4,4,4,"[244.774, 542.432, 2, 224.968, 306.009, 2, 316.381, 215.78, 2, 162.667, 405, 2]"
train,377,377,good_posture_20241021_141958_png.rf.7d683a5556ed27e1e91cdecb2bfe0a34.jpg,2,Good,147,101,270,472.5,127575,True,,4,4,4,"[229.539, 521.873, 2, 226.491, 291.161, 2, 241.727, 188.368, 2, 198.667, 361, 2]"
train,378,378,good_posture_20241012_174401_png.rf.7d395a14338e8b9b211b52055ba66434.jpg,2,Good,127,56,379,481.5,182488.5,True,,4,4,4,"[199.067, 461.34, 2, 192.973, 216.922, 2, 244.774, 109.561, 2, 152, 308, 2]"
train,379,379,good_posture_20241013_222738_png.rf.802542d1e3ce772121b5f1a8143e063c.jpg,2,Good,155,16,270,466,125820,True,,4,4,4,"[246.298, 433.929, 2, 235.633, 176.947, 2, 290.481, 86.718, 2, 176, 261, 2]"
train,380,380,bad_posture_20241021_143504_png.rf.7dd987a7a58246fcf4b641c634f34873.jpg,1,Bad,119,172,282.5,417.5,117943.75,True,,4,4,4,"[218.874, 543.574, 2, 226.492, 310.577, 2, 310.287, 244.333, 2, 129.333, 378, 2]"
train,381,381,image_20241010_173545_jpg.rf.84cabeeeae008f6fd995e00701a0ef6b.jpg,1,Bad,136,89,371,485.5,180120.5,True,,4,4,4,"[295.051, 479.614, 2, 275.245, 230.627, 2, 362.088, 160.957, 2, 161.333, 295, 2]"
train,382,382,good_posture_20241021_141341_png.rf.8325f57b29ea50c2c3e67a858acf3515.jpg,2,Good,130,113,281,469.5,131929.5,True,,4,4,4,"[214.303, 540.148, 2, 215.827, 298.014, 2, 249.345, 194.079, 2, 162.667, 344, 2]"
train,383,383,bad_posture_20241013_222600_png.rf.7e73545ae43cce7684fc53739713ba62.jpg,1,Bad,115,55,371,416,154336,True,,4,4,4,"[260.01, 430.502, 2, 228.015, 207.785, 2, 330.093, 134.688, 2, 144, 279, 2]"
train,384,384,bad_posture_20241021_142713_png.rf.87157b3020aee9f4282845be342a2fc5.jpg,1,Bad,147,153,398,429.5,170941,True,,4,4,4,"[266.104, 537.863, 2, 270.675, 319.714, 2, 343.805, 245.475, 2, 176, 360, 2]"
train,385,385,bad_posture_20241021_143705_png.rf.7f47dd181b955ea5e84725676554a67b.jpg,1,Bad,119,186,326,379.5,123717,True,,4,4,4,"[220.397, 536.721, 2, 266.104, 331.136, 2, 352.947, 262.607, 2, 157.333, 369, 2]"
train,386,386,bad_posture_20241013_222753_png.rf.88af96fc0629eff51c94b24160be93d4.jpg,1,Bad,140,52,311,461,143371,True,,4,4,4,"[258.486, 433.929, 2, 273.722, 181.515, 2, 348.376, 120.982, 2, 166.667, 250, 2]"
train,387,387,good_posture_20241013_225737_png.rf.81ca6efab9eb150c00a5ce58cfe1e158.jpg,2,Good,98,16,336,474,159264,True,,4,4,4,"[180.785, 422.507, 2, 176.214, 183.8, 2, 223.444, 87.86, 2, 116, 280, 2]"
train,388,388,good_posture_20241012_172057_png.rf.7d5c37f992746962648f3100e54f7ed9.jpg,1,Bad,136,135,304,442.5,134520,True,,4,4,4,"[244.964, 509.31, 2, 240.394, 270.602, 2, 330.283, 213.495, 2, 148, 352, 2]"
train,389,389,bad_posture_20241021_141448_png.rf.8819c1af78fe753ddaa6b78b4a03c483.jpg,1,Bad,111,139,344,443.5,152564,True,,4,4,4,"[231.062, 542.432, 2, 260.01, 320.857, 2, 328.57, 234.054, 2, 156, 381, 2]"
train,390,390,good_posture_20241021_180607_png.rf.82c94bce337c0f8f94135ed87e3fb330.jpg,2,Good,174,106,344,512,176128,True,,4,4,4,"[276.769, 584.691, 2, 269.151, 321.999, 2, 314.858, 191.795, 2, 200, 399, 2]"
train,391,391,good_posture_20241021_142342_png.rf.86dbd23c7dcfe98d6434d1d919b75be5.jpg,2,Good,181,124,288,465,133920,True,,4,4,4,"[260.01, 548, 2, 256.963, 291.019, 2, 305.716, 196.221, 2, 197.333, 379, 2]"
train,392,392,bad_posture_20241021_143948_png.rf.8a78740d6419c7e478c725d3e032b326.jpg,1,Bad,119,185,323,406,131138,True,,4,4,4,"[255.439, 542.432, 2, 258.486, 332.278, 2, 349.9, 258.039, 2, 150.667, 368, 2]"
train,393,393,bad_posture_20241021_143133_png.rf.7f5408add9ab7433fd1fac7213b0347b.jpg,1,Bad,99,174,352.5,426,150165,True,,4,4,4,"[228.015, 557.28, 2, 221.921, 339.131, 2, 314.858, 255.755, 2, 124, 391, 2]"
train,394,394,good_posture_20241013_222741_png.rf.886bce7ad7e6447aef32e54682b92ea5.jpg,2,Good,144,9,263,486.5,127949.5,True,,4,4,4,"[238.68, 483.041, 2, 232.586, 173.52, 2, 272.198, 71.87, 2, 176, 236, 2]"
train,395,395,bad_posture_20241013_221208_png.rf.8b01f77b9bf904b9fbf7435f4771859c.jpg,1,Bad,105,40,321,460,147660,True,,4,4,4,"[224.968, 406.517, 2, 206.685, 199.79, 2, 266.104, 101.566, 2, 118.667, 256, 2]"
train,396,396,image_20241008_202338_jpg.rf.880f1dbc0ae468e6e5bb84aee35cd653.jpg,2,Good,42,50,416,470.5,195728,True,,4,4,4,"[162.502, 493.32, 2, 162.502, 220.348, 2, 183.832, 124.408, 2, 109.333, 277, 2]"
train,397,397,image_20241007_225038_jpg.rf.7c94c95bfb81aee6c1384a266a0b7c7c.jpg,1,Bad,75,109,354.5,449.5,159347.75,True,,4,4,4,"[246.279, 504.562, 2, 209.732, 256.897, 2, 304.193, 189.51, 2, 117.333, 318, 2]"
