capture_id,subject_id,posture,calibration_id,correspondence_status,correspondence_score,status_3d,decision,valid_3d_joints_core,valid_3d_joints_total,core_reproj_error_640p_px,core_reproj_error_1080p_px,masked_joint_max_error_px,shoulder_width_m,torso_length_m,depth_z_m,reason
CAP000390,S011,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,38.15,114.46,,0.291,0.258,0.931,"Full 3D: 12/17 core joints, core_err=38.2px, Z=0.93m"
CAP000391,S011,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,37.89,113.68,,0.286,0.258,0.931,"Full 3D: 12/17 core joints, core_err=37.9px, Z=0.93m"
CAP000392,S011,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,37.64,112.92,,0.281,0.255,0.931,"Full 3D: 12/17 core joints, core_err=37.6px, Z=0.93m"
CAP000393,S011,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,37.95,113.86,,0.283,0.257,0.931,"Full 3D: 12/17 core joints, core_err=38.0px, Z=0.93m"
CAP000394,S011,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,35.68,107.03,,0.318,0.33,1.05,"Full 3D: 11/17 core joints, core_err=35.7px, Z=1.05m"
CAP000395,S011,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,34.26,102.77,,0.325,0.326,1.049,"Full 3D: 11/17 core joints, core_err=34.3px, Z=1.05m"
CAP000396,S011,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,33.61,100.82,,0.295,0.326,1.038,"Full 3D: 11/17 core joints, core_err=33.6px, Z=1.04m"
CAP000397,S011,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,32.96,98.87,,0.294,0.326,1.037,"Full 3D: 11/17 core joints, core_err=33.0px, Z=1.04m"
CAP000398,S011,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,33.67,101.0,,0.291,0.325,1.054,"Full 3D: 12/17 core joints, core_err=33.7px, Z=1.05m"
CAP000399,S011,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,19.29,57.87,,0.285,,0.756,"Full 3D: 10/17 core joints, core_err=19.3px, Z=0.76m"
CAP000400,S011,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,16.71,50.13,,0.281,,0.756,"Full 3D: 11/17 core joints, core_err=16.7px, Z=0.76m"
CAP000401,S011,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.5,52.5,,0.284,,0.755,"Full 3D: 11/17 core joints, core_err=17.5px, Z=0.75m"
CAP000402,S011,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.28,54.85,,0.281,,0.751,"Full 3D: 11/17 core joints, core_err=18.3px, Z=0.75m"
CAP000403,S011,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,17.78,53.35,,0.282,,0.739,"Full 3D: 10/17 core joints, core_err=17.8px, Z=0.74m"
CAP000404,S011,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,20.2,60.6,,0.318,0.253,0.9,"Full 3D: 12/17 core joints, core_err=20.2px, Z=0.90m"
CAP000405,S011,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,20.03,60.09,,0.317,0.256,0.902,"Full 3D: 12/17 core joints, core_err=20.0px, Z=0.90m"
CAP000406,S011,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,20.23,60.69,,0.318,0.258,0.901,"Full 3D: 12/17 core joints, core_err=20.2px, Z=0.90m"
CAP000407,S011,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,19.74,59.23,,0.319,0.255,0.901,"Full 3D: 12/17 core joints, core_err=19.7px, Z=0.90m"
CAP000408,S011,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,20.01,60.04,,0.319,0.257,0.904,"Full 3D: 12/17 core joints, core_err=20.0px, Z=0.90m"
CAP000409,S011,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,15.79,47.38,,0.336,,0.909,"Full 3D: 10/17 core joints, core_err=15.8px, Z=0.91m"
CAP000410,S011,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,17.04,51.11,,0.333,,0.929,"Full 3D: 10/17 core joints, core_err=17.0px, Z=0.93m"
CAP000411,S011,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,17.9,53.7,,0.329,,0.916,"Full 3D: 10/17 core joints, core_err=17.9px, Z=0.92m"
CAP000412,S011,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.26,51.79,,0.33,,0.923,"Full 3D: 11/17 core joints, core_err=17.3px, Z=0.92m"
CAP000413,S011,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.54,52.62,,0.329,,0.923,"Full 3D: 11/17 core joints, core_err=17.5px, Z=0.92m"
CAP000414,S011,reject,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,21.55,64.64,,0.412,0.396,0.921,"Full 3D: 11/17 core joints, core_err=21.5px, Z=0.92m"
CAP000415,S011,reject,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.78,53.35,,0.425,0.404,0.887,"Full 3D: 11/17 core joints, core_err=17.8px, Z=0.89m"
CAP000416,S012,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.16,54.48,,0.463,0.386,0.947,"Full 3D: 11/17 core joints, core_err=18.2px, Z=0.95m"
CAP000417,S012,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,17.54,52.62,,0.464,0.384,0.953,"Full 3D: 12/17 core joints, core_err=17.5px, Z=0.95m"
CAP000418,S012,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.82,56.45,,0.466,0.39,0.947,"Full 3D: 11/17 core joints, core_err=18.8px, Z=0.95m"
CAP000419,S012,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.96,56.89,,0.466,0.386,0.948,"Full 3D: 11/17 core joints, core_err=19.0px, Z=0.95m"
CAP000420,S012,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,20.32,60.96,,0.465,0.386,0.939,"Full 3D: 10/17 core joints, core_err=20.3px, Z=0.94m"
CAP000421,S012,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,16.07,48.2,66.86,0.44,0.372,0.943,"Full 3D: 11/17 core joints, core_err=16.1px, Z=0.94m"
CAP000422,S012,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,19.3,57.9,71.66,0.436,0.382,0.943,"Full 3D: 11/17 core joints, core_err=19.3px, Z=0.94m"
CAP000423,S012,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,16.36,49.07,65.79,0.436,0.374,0.942,"Full 3D: 11/17 core joints, core_err=16.4px, Z=0.94m"
CAP000424,S012,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,16.02,48.06,69.02,0.44,0.37,0.941,"Full 3D: 11/17 core joints, core_err=16.0px, Z=0.94m"
CAP000425,S012,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,15.95,47.86,68.57,0.438,0.376,0.94,"Full 3D: 11/17 core joints, core_err=16.0px, Z=0.94m"
CAP000426,S012,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,12,38.52,115.56,83.23,,,0.926,"Full 3D: 9/17 core joints, core_err=38.5px, Z=0.93m"
CAP000427,S012,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,12,38.72,116.15,83.13,,,0.935,"Full 3D: 9/17 core joints, core_err=38.7px, Z=0.93m"
CAP000428,S012,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,12,39.62,118.86,82.92,,,0.93,"Full 3D: 9/17 core joints, core_err=39.6px, Z=0.93m"
CAP000429,S012,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,12,39.23,117.69,83.32,,,0.929,"Full 3D: 9/17 core joints, core_err=39.2px, Z=0.93m"
CAP000430,S012,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,12,41.11,123.34,82.87,0.363,,0.955,"Full 3D: 10/17 core joints, core_err=41.1px, Z=0.95m"
CAP000431,S012,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,36.46,109.38,89.01,0.399,,1.01,"Full 3D: 10/17 core joints, core_err=36.5px, Z=1.01m"
CAP000432,S012,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,12,36.45,109.36,89.91,0.393,,1.013,"Full 3D: 10/17 core joints, core_err=36.5px, Z=1.01m"
CAP000433,S012,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,12,35.9,107.71,83.74,0.389,,1.016,"Full 3D: 10/17 core joints, core_err=35.9px, Z=1.02m"
CAP000434,S012,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,12,35.85,107.55,85.26,0.396,,1.012,"Full 3D: 10/17 core joints, core_err=35.8px, Z=1.01m"
CAP000435,S012,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,12,35.37,106.11,84.31,0.392,,1.011,"Full 3D: 10/17 core joints, core_err=35.4px, Z=1.01m"
CAP000436,S012,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,21.65,64.96,68.22,0.393,0.327,0.896,"Full 3D: 11/17 core joints, core_err=21.7px, Z=0.90m"
CAP000437,S012,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,21.03,63.1,67.76,0.396,0.324,0.895,"Full 3D: 11/17 core joints, core_err=21.0px, Z=0.90m"
CAP000438,S012,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,21.76,65.28,69.94,0.394,0.324,0.897,"Full 3D: 11/17 core joints, core_err=21.8px, Z=0.90m"
CAP000439,S012,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,21.42,64.25,67.78,0.394,0.322,0.898,"Full 3D: 11/17 core joints, core_err=21.4px, Z=0.90m"
CAP000440,S012,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,21.61,64.83,69.46,0.394,0.324,0.896,"Full 3D: 11/17 core joints, core_err=21.6px, Z=0.90m"
CAP000441,S012,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,22.98,68.94,71.77,0.407,0.337,0.952,"Full 3D: 11/17 core joints, core_err=23.0px, Z=0.95m"
CAP000442,S012,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,22.15,66.45,72.93,0.41,0.332,0.954,"Full 3D: 11/17 core joints, core_err=22.2px, Z=0.95m"
CAP000443,S012,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,22.15,66.45,72.08,0.406,0.33,0.951,"Full 3D: 11/17 core joints, core_err=22.2px, Z=0.95m"
CAP000444,S012,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,22.24,66.71,72.71,0.409,0.33,0.951,"Full 3D: 11/17 core joints, core_err=22.2px, Z=0.95m"
CAP000445,S012,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,21.62,64.86,71.2,0.408,0.328,0.95,"Full 3D: 11/17 core joints, core_err=21.6px, Z=0.95m"
CAP000446,S012,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,14.29,42.86,72.66,0.436,,0.915,"Full 3D: 9/17 core joints, core_err=14.3px, Z=0.91m"
CAP000447,S012,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,12,13.85,41.55,73.25,0.435,,0.922,"Full 3D: 10/17 core joints, core_err=13.9px, Z=0.92m"
CAP000448,S012,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,14.67,44.02,74.34,0.436,,0.914,"Full 3D: 9/17 core joints, core_err=14.7px, Z=0.91m"
CAP000449,S012,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,15.34,46.03,71.4,0.436,,0.916,"Full 3D: 9/17 core joints, core_err=15.3px, Z=0.92m"
CAP000450,S012,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,15.79,47.38,72.24,0.436,,0.916,"Full 3D: 9/17 core joints, core_err=15.8px, Z=0.92m"
CAP000451,S012,reject,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,11,13,29.8,89.41,76.71,0.726,,1.268,Partial 3D: 11/17 core joints - usable with NaN masking
CAP000452,S012,reject,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,24.06,72.17,,,,1.041,"Full 3D: 9/17 core joints, core_err=24.1px, Z=1.04m"
CAP000453,S013,upright,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,11,11,18.85,56.56,,0.381,0.342,0.894,"Full 3D: 11/17 core joints, core_err=18.9px, Z=0.89m"
CAP000454,S013,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.65,52.95,,0.376,0.354,0.904,"Full 3D: 11/17 core joints, core_err=17.6px, Z=0.90m"
CAP000455,S013,upright,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,18.81,56.42,96.81,0.355,0.323,0.892,"Full 3D: 12/17 core joints, core_err=18.8px, Z=0.89m"
CAP000456,S013,upright,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,18.77,56.3,89.53,0.354,0.323,0.887,"Full 3D: 12/17 core joints, core_err=18.8px, Z=0.89m"
CAP000457,S013,upright,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,16.03,48.09,90.7,0.352,0.328,0.891,"Full 3D: 12/17 core joints, core_err=16.0px, Z=0.89m"
CAP000458,S013,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,12,24.3,72.89,95.67,0.44,0.3,0.864,"Full 3D: 11/17 core joints, core_err=24.3px, Z=0.86m"
CAP000459,S013,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,24.85,74.56,,0.446,0.282,0.858,"Full 3D: 10/17 core joints, core_err=24.9px, Z=0.86m"
CAP000460,S013,leaning_forward,CAL_009,SUSPICIOUS,3,PASS,INCLUDE_3D_FULL,10,10,33.84,101.52,,0.436,0.271,0.858,"Full 3D: 10/17 core joints, core_err=33.8px, Z=0.86m"
CAP000461,S013,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,28.91,86.72,,0.434,0.277,0.861,"Full 3D: 9/17 core joints, core_err=28.9px, Z=0.86m"
CAP000462,S013,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,28.48,85.44,,0.433,0.28,0.846,"Full 3D: 10/17 core joints, core_err=28.5px, Z=0.85m"
CAP000463,S013,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,21.73,65.18,83.65,0.364,0.328,0.882,"Full 3D: 12/17 core joints, core_err=21.7px, Z=0.88m"
CAP000464,S013,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,22.5,67.49,85.57,0.362,0.321,0.881,"Full 3D: 12/17 core joints, core_err=22.5px, Z=0.88m"
CAP000465,S013,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,23.79,71.36,89.95,0.36,0.32,0.88,"Full 3D: 12/17 core joints, core_err=23.8px, Z=0.88m"
CAP000466,S013,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,21.66,64.98,83.66,0.361,0.321,0.878,"Full 3D: 12/17 core joints, core_err=21.7px, Z=0.88m"
CAP000467,S013,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,24.95,74.86,,0.402,0.356,0.994,"Full 3D: 11/17 core joints, core_err=25.0px, Z=0.99m"
CAP000468,S013,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,26.33,78.98,,0.415,0.369,1.001,"Full 3D: 11/17 core joints, core_err=26.3px, Z=1.00m"
CAP000469,S013,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,13,24.6,73.79,83.64,0.371,0.355,0.973,"Full 3D: 12/17 core joints, core_err=24.6px, Z=0.97m"
CAP000470,S013,leaning_left,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,11,11,26.46,79.37,,0.383,0.366,0.988,"Full 3D: 11/17 core joints, core_err=26.5px, Z=0.99m"
CAP000471,S013,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,23.5,70.5,,0.399,0.345,0.99,"Full 3D: 11/17 core joints, core_err=23.5px, Z=0.99m"
CAP000472,S013,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,24.83,74.49,,0.366,0.321,0.821,"Full 3D: 11/17 core joints, core_err=24.8px, Z=0.82m"
CAP000473,S013,leaning_right,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,11,11,21.54,64.63,,0.36,0.323,0.826,"Full 3D: 11/17 core joints, core_err=21.5px, Z=0.83m"
CAP000474,S013,leaning_right,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,20.88,62.63,88.67,0.348,0.32,0.829,"Full 3D: 12/17 core joints, core_err=20.9px, Z=0.83m"
CAP000475,S013,leaning_right,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,12,13,20.76,62.29,86.02,0.352,0.322,0.832,"Full 3D: 12/17 core joints, core_err=20.8px, Z=0.83m"
CAP000476,S013,leaning_right,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,11,12,21.52,64.57,92.23,0.372,0.327,0.825,"Full 3D: 11/17 core joints, core_err=21.5px, Z=0.82m"
CAP000477,S013,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,17.26,51.77,96.79,0.392,0.351,0.875,"Full 3D: 10/17 core joints, core_err=17.3px, Z=0.88m"
CAP000478,S013,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,20.2,60.61,,0.378,0.334,0.881,"Full 3D: 11/17 core joints, core_err=20.2px, Z=0.88m"
CAP000479,S013,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.52,52.56,,0.364,0.319,0.873,"Full 3D: 11/17 core joints, core_err=17.5px, Z=0.87m"
CAP000480,S013,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.95,53.84,,0.362,0.324,0.868,"Full 3D: 11/17 core joints, core_err=17.9px, Z=0.87m"
CAP000481,S013,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.9,56.69,,0.383,0.323,0.876,"Full 3D: 11/17 core joints, core_err=18.9px, Z=0.88m"
CAP000482,S013,forward_head,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,6,21.85,65.55,,0.418,0.254,0.904,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000483,S013,forward_head,CAL_009,SAME_PERSON,0,FAIL,EXCLUDE_3D,0,7,,,155.66,,,,Insufficient core joints (0/17) or depth anomaly (Z=0.00m)
CAP000484,S013,forward_head,CAL_009,SAME_PERSON,0,FAIL,EXCLUDE_3D,0,6,,,155.17,,,,Insufficient core joints (0/17) or depth anomaly (Z=0.00m)
CAP000485,S013,forward_head,CAL_009,SAME_PERSON,0,FAIL,EXCLUDE_3D,0,8,,,155.12,,,,Insufficient core joints (0/17) or depth anomaly (Z=0.00m)
CAP000486,S013,forward_head,CAL_009,SAME_PERSON,0,FAIL,EXCLUDE_3D,0,6,,,155.48,,,,Insufficient core joints (0/17) or depth anomaly (Z=0.00m)
CAP000487,S013,reject,CAL_009,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,7,20.75,62.24,94.8,,,0.918,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000488,S014,upright,CAL_009,SUSPICIOUS,3,PASS,INCLUDE_3D_FULL,11,11,24.69,74.06,,0.394,0.366,0.911,"Full 3D: 11/17 core joints, core_err=24.7px, Z=0.91m"
CAP000489,S014,upright,CAL_009,SUSPICIOUS,3,PASS,INCLUDE_3D_FULL,10,11,23.46,70.37,69.66,0.385,0.37,0.889,"Full 3D: 10/17 core joints, core_err=23.5px, Z=0.89m"
CAP000490,S014,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,24.48,73.44,,0.385,0.37,0.917,"Full 3D: 11/17 core joints, core_err=24.5px, Z=0.92m"
CAP000491,S014,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,18.24,54.72,71.89,0.388,0.358,0.903,"Full 3D: 10/17 core joints, core_err=18.2px, Z=0.90m"
CAP000492,S014,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,21.85,65.54,,0.382,0.362,0.912,"Full 3D: 11/17 core joints, core_err=21.8px, Z=0.91m"
CAP000493,S014,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,11.12,33.36,82.47,0.409,0.295,0.875,"Full 3D: 10/17 core joints, core_err=11.1px, Z=0.87m"
CAP000494,S014,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,11.37,34.1,93.34,0.412,0.296,0.876,"Full 3D: 10/17 core joints, core_err=11.4px, Z=0.88m"
CAP000495,S014,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,11.12,33.37,90.38,0.412,0.297,0.876,"Full 3D: 10/17 core joints, core_err=11.1px, Z=0.88m"
CAP000496,S014,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,15.37,46.1,,0.411,0.299,0.89,"Full 3D: 11/17 core joints, core_err=15.4px, Z=0.89m"
CAP000497,S014,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,29.76,89.27,70.98,0.339,,0.879,"Full 3D: 9/17 core joints, core_err=29.8px, Z=0.88m"
CAP000498,S014,leaning_backward,CAL_009,LIKELY_SAME,1,PASS,INCLUDE_3D_FULL,8,11,27.38,82.13,80.22,,,0.844,"Full 3D: 8/17 core joints, core_err=27.4px, Z=0.84m"
CAP000499,S014,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,11,27.44,82.31,77.79,,,0.844,"Full 3D: 8/17 core joints, core_err=27.4px, Z=0.84m"
CAP000500,S014,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,11,26.35,79.06,83.11,,,0.846,"Full 3D: 8/17 core joints, core_err=26.4px, Z=0.85m"
CAP000501,S014,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,11,25.22,75.65,74.73,,,0.847,"Full 3D: 8/17 core joints, core_err=25.2px, Z=0.85m"
CAP000502,S014,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,30.5,91.49,,0.393,0.365,1.014,"Full 3D: 12/17 core joints, core_err=30.5px, Z=1.01m"
CAP000503,S014,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,30.37,91.1,,0.402,0.363,1.015,"Full 3D: 12/17 core joints, core_err=30.4px, Z=1.02m"
CAP000504,S014,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,29.61,88.82,,0.392,0.364,1.039,"Full 3D: 12/17 core joints, core_err=29.6px, Z=1.04m"
CAP000505,S014,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,28.48,85.43,,0.392,0.355,1.034,"Full 3D: 12/17 core joints, core_err=28.5px, Z=1.03m"
CAP000506,S014,leaning_left,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,29.76,89.28,,0.383,0.37,1.037,"Full 3D: 12/17 core joints, core_err=29.8px, Z=1.04m"
CAP000507,S014,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.66,55.98,,0.319,0.345,0.809,"Full 3D: 11/17 core joints, core_err=18.7px, Z=0.81m"
CAP000508,S014,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,18.43,55.29,,0.318,0.35,0.81,"Full 3D: 11/17 core joints, core_err=18.4px, Z=0.81m"
CAP000509,S014,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,17.75,53.25,,0.321,0.352,0.811,"Full 3D: 11/17 core joints, core_err=17.7px, Z=0.81m"
CAP000510,S014,leaning_right,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,19.14,57.41,,0.318,0.349,0.809,"Full 3D: 11/17 core joints, core_err=19.1px, Z=0.81m"
CAP000511,S014,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,21.94,65.81,65.88,0.383,0.353,0.881,"Full 3D: 10/17 core joints, core_err=21.9px, Z=0.88m"
CAP000512,S014,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,24.65,73.94,,0.379,0.333,0.9,"Full 3D: 11/17 core joints, core_err=24.6px, Z=0.90m"
CAP000513,S014,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,11,11,22.69,68.07,,0.383,0.335,0.898,"Full 3D: 11/17 core joints, core_err=22.7px, Z=0.90m"
CAP000514,S014,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,18.13,54.39,72.16,0.389,,0.861,"Full 3D: 9/17 core joints, core_err=18.1px, Z=0.86m"
CAP000515,S014,slouching,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,11,16.51,49.54,66.22,0.386,,0.862,"Full 3D: 9/17 core joints, core_err=16.5px, Z=0.86m"
CAP000516,S014,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,18.96,56.87,78.38,0.375,0.326,0.892,"Full 3D: 10/17 core joints, core_err=19.0px, Z=0.89m"
CAP000517,S014,forward_head,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,11,19.74,59.22,71.23,0.379,,0.882,"Full 3D: 10/17 core joints, core_err=19.7px, Z=0.88m"
